acc                                                         
time,z_acceleration @ 7661001,z_acceleration @ 7661002,z_acceleration @ 7661003,z_acceleration @ 7661004,
    3.4900000691e-01,   -6.0455810547e+02,   -4.5557891846e+02,    7.9038293457e+02,    6.1515112305e+02,
    3.5199999809e-01,   -1.1184422607e+03,   -1.0413687744e+03,    1.9895814209e+03,    1.9212731934e+03,
    3.5400000215e-01,   -1.4165783691e+03,   -1.4277711182e+03,    2.6195654297e+03,    2.6676203613e+03,
    3.5699999332e-01,   -1.3224570312e+03,   -1.4189426270e+03,    2.4525476074e+03,    2.5978859863e+03,
    3.5899999738e-01,   -5.9806866455e+02,   -7.6217218018e+02,    1.6442758789e+03,    1.8485432129e+03,
    3.6199998856e-01,    6.4293371582e+02,    4.4901461792e+02,    4.1083432007e+02,    6.1717346191e+02,
    3.6399999261e-01,    1.6501031494e+03,    1.4720745850e+03,   -8.6529541016e+02,   -7.0575946045e+02,
    3.6700001359e-01,    2.0175270996e+03,    1.9046618652e+03,   -1.8059781494e+03,   -1.7351789551e+03,
    3.6899998784e-01,    2.0209140625e+03,    1.9975546875e+03,   -2.2865148926e+03,   -2.3213676758e+03,
    3.7200000882e-01,    1.8009615479e+03,    1.8678955078e+03,   -2.1947578125e+03,   -2.3266577148e+03,
    3.7400001287e-01,    1.2603621826e+03,    1.3989107666e+03,   -1.6924578857e+03,   -1.8907381592e+03,
    3.7700000405e-01,    3.1045239258e+02,    4.8310537720e+02,   -9.1546697998e+02,   -1.1277253418e+03,
    3.7900000811e-01,   -7.8126251221e+02,   -6.1527313232e+02,   -8.4852058411e+01,   -2.6122509766e+02,
    3.8199999928e-01,   -1.4813261719e+03,   -1.3690864258e+03,    5.5001257324e+02,    4.5580682373e+02,
    3.8400000334e-01,   -1.6280340576e+03,   -1.5980245361e+03,    8.7517614746e+02,    8.8469372559e+02,
    3.8699999452e-01,   -1.3259079590e+03,   -1.3839567871e+03,    7.8085162354e+02,    8.9064270020e+02,
    3.8899999857e-01,   -6.8743591309e+02,   -8.1695770264e+02,    3.8340304565e+02,    5.6696679688e+02,
    3.9199998975e-01,    2.6886480713e+02,    1.0430435181e+02,   -2.0008384705e+02,    8.7789535522e+00,
    3.9399999380e-01,    1.2952657471e+03,    1.1364097900e+03,   -7.9829351807e+02,   -6.1318316650e+02,
    3.9700001478e-01,    1.9726650391e+03,    1.8646588135e+03,   -1.2276437988e+03,   -1.1134029541e+03,
    3.9899998903e-01,    2.1198000488e+03,    2.0890407715e+03,   -1.3888666992e+03,   -1.3679631348e+03,
    4.0200001001e-01,    1.7761984863e+03,    1.8275550537e+03,   -1.1648001709e+03,   -1.2356632080e+03,
    4.0400001407e-01,    1.3491657715e+03,    1.4636791992e+03,   -6.7143151855e+02,   -8.1251800537e+02,
    4.0700000525e-01,    1.1128590088e+03,    1.2530098877e+03,   -3.6361602783e+01,   -2.1023464966e+02,
    4.0900000930e-01,    1.0598089600e+03,    1.1903952637e+03,    6.0512615967e+02,    4.3467526245e+02,
    4.1200000048e-01,    1.0510692139e+03,    1.1401943359e+03,    1.1663543701e+03,    1.0364962158e+03,
    4.1400000453e-01,    8.9876824951e+02,    9.3108032227e+02,    1.6404345703e+03,    1.5751856689e+03,
    4.1699999571e-01,    5.8692877197e+02,    5.5915533447e+02,    1.9431813965e+03,    1.9546679688e+03,
    4.1899999976e-01,    2.8714471436e+02,    2.0680514526e+02,    2.0270036621e+03,    2.1106188965e+03,
    4.2199999094e-01,    2.3008120728e+02,    1.1509912109e+02,    1.7823416748e+03,    1.9152747803e+03,
    4.2399999499e-01,    3.6255062866e+02,    2.3718803406e+02,    1.2624851074e+03,    1.4124335938e+03,
    4.2699998617e-01,    5.9995147705e+02,    4.9933218384e+02,    6.0495422363e+02,    7.2653204346e+02,
    4.2899999022e-01,    8.8650598145e+02,    8.3863336182e+02,   -1.3086094856e+01,    4.3439796448e+01,
    4.3200001121e-01,    1.0327160645e+03,    1.0543425293e+03,   -3.9901965332e+02,   -4.2738619995e+02,
    4.3399998546e-01,    8.8512725830e+02,    9.7136804199e+02,   -4.9717687988e+02,   -6.0072924805e+02,
    4.3700000644e-01,    4.0125079346e+02,    5.2553955078e+02,   -3.0389535522e+02,   -4.4600885010e+02,
    4.3900001049e-01,   -3.3070315552e+02,   -1.9984951782e+02,    2.1935173035e+01,   -1.1785682678e+02,
    4.4200000167e-01,   -1.2540423584e+03,   -1.1475307617e+03,    3.1145996094e+02,    2.1243038940e+02,
    4.4400000572e-01,   -2.1292534180e+03,   -2.0650820312e+03,    4.3159902954e+02,    3.9235226440e+02,
    4.4699999690e-01,   -2.6436887207e+03,   -2.6318710938e+03,    2.7904473877e+02,    3.0423867798e+02,
    4.4900000095e-01,   -2.6926704102e+03,   -2.7319418945e+03,   -7.5159233093e+01,    5.5777707100e+00,
    4.5199999213e-01,   -2.2366796875e+03,   -2.3158107910e+03,   -5.2744433594e+02,   -4.1051049805e+02,
    4.5399999619e-01,   -1.5217557373e+03,   -1.6238835449e+03,   -9.3508502197e+02,   -8.0313757324e+02,
    4.5699998736e-01,   -9.9297216797e+02,   -1.0920524902e+03,   -1.2048850098e+03,   -1.0827932129e+03,
    4.5899999142e-01,   -1.0679655762e+03,   -1.1373208008e+03,   -1.3021081543e+03,   -1.2104765625e+03,
    4.6200001240e-01,   -1.7918432617e+03,   -1.8083983154e+03,   -1.1768682861e+03,   -1.1335219727e+03,
